latitude,longitude,date,age,gender,time_of_the_day,severity,formatted_date,week_number
40.74980004,-73.97515968,4/27/2018,any,enby,night,20,4/27/2018,17
40.65377533,-73.73809452,4/27/2018,any,male,night,23,4/27/2018,17
40.69807849,-73.94531477,4/27/2018,any,enby,night,17,4/27/2018,17
40.7397294,-74.00458077,4/27/2018,young_adult,female,night,9,4/27/2018,17
40.70973665,-73.96175303,4/27/2018,middle_age,male,night,8,4/27/2018,17
40.63279801,-74.16521971,4/27/2018,adult,female,night,8,4/27/2018,17
40.64601728,-73.94905827,4/27/2018,young_adult,male,night,9,4/27/2018,17
40.76328072,-73.77432599,4/27/2018,middle_age,male,night,18,4/27/2018,17
40.83152247,-73.89123262,4/27/2018,any,female,night,2,4/27/2018,17
40.59376054,-73.98029833,4/27/2018,any,enby,night,23,4/27/2018,17
40.83058471,-73.94755467,4/27/2018,any,enby,night,2,4/27/2018,17
40.82131172,-73.89989167,4/27/2018,old,male,night,17,4/27/2018,17
40.80677612,-73.95888696,4/27/2018,any,enby,night,17,4/27/2018,17
40.57556819,-73.98147721,4/27/2018,any,enby,night,2,4/27/2018,17
40.71837783,-73.96381514,4/27/2018,any,enby,night,22,4/27/2018,17
40.63157161,-73.9939344,4/27/2018,adult,male,night,9,4/27/2018,17
40.67563091,-73.8222213,4/27/2018,middle_age,male,night,9,4/27/2018,17
40.65178223,-73.88545676,4/27/2018,teen,male,night,17,4/27/2018,17
40.85238191,-73.91351577,4/27/2018,any,enby,evening,17,4/27/2018,17
40.79923249,-73.9330562,4/27/2018,any,enby,evening,17,4/27/2018,17
40.75783924,-73.99520792,4/27/2018,young_adult,male,evening,18,4/27/2018,17
40.68008793,-73.88422919,4/27/2018,adult,male,evening,22,4/27/2018,17
40.8280964,-73.93874355,4/27/2018,adult,female,evening,17,4/27/2018,17
40.8845364,-73.86059759,4/27/2018,any,male,evening,17,4/27/2018,17
40.82130867,-73.82219704,4/27/2018,any,enby,evening,2,4/27/2018,17
40.81371025,-73.92318281,4/27/2018,adult,male,evening,2,4/27/2018,17
40.65950864,-73.92119781,4/27/2018,any,enby,evening,8,4/27/2018,17
40.83086041,-73.90288739,4/27/2018,any,diverse,evening,18,4/27/2018,17
40.84844783,-73.92390535,4/27/2018,adult,male,evening,3,4/27/2018,17
40.81539093,-73.90932613,4/27/2018,middle_age,male,evening,20,4/27/2018,17
40.65705291,-73.98175373,4/27/2018,any,enby,evening,9,4/27/2018,17
40.65993057,-73.9241276,4/27/2018,adult,male,evening,23,4/27/2018,17
40.82525875,-73.89388414,4/27/2018,any,enby,evening,17,4/27/2018,17
40.70628423,-73.7561026,4/27/2018,adult,male,evening,3,4/27/2018,17
40.68381344,-73.7317605,4/27/2018,middle_age,female,evening,18,4/27/2018,17
40.58230199,-74.1689361,4/27/2018,middle_age,female,evening,17,4/27/2018,17
40.64702548,-73.89107212,4/27/2018,adult,male,evening,17,4/27/2018,17
40.82603665,-73.8892615,4/27/2018,adult,female,evening,26,4/27/2018,17
40.68813455,-73.94051638,4/27/2018,young_adult,female,evening,9,4/27/2018,17
40.58646553,-73.81652172,4/27/2018,any,male,evening,9,4/27/2018,17
40.62469344,-74.02460212,4/27/2018,any,enby,evening,20,4/27/2018,17
40.81806387,-73.95541165,4/27/2018,middle_age,male,evening,17,4/27/2018,17
40.84308662,-73.89798313,4/27/2018,adult,male,evening,10,4/27/2018,17
40.84184995,-73.91654005,4/27/2018,any,enby,evening,8,4/27/2018,17
40.73254866,-73.73967923,4/27/2018,teen,male,evening,18,4/27/2018,17
40.59625905,-73.76392226,4/27/2018,adult,male,evening,17,4/27/2018,17
40.82179908,-73.91937254,4/27/2018,teen,female,evening,8,4/27/2018,17
40.82179908,-73.91937254,4/27/2018,adult,female,evening,8,4/27/2018,17
40.82797136,-73.85011801,4/27/2018,adult,female,evening,9,4/27/2018,17
40.84320037,-73.86686091,4/27/2018,any,enby,evening,10,4/27/2018,17
40.65312684,-73.97615792,4/27/2018,middle_age,male,evening,8,4/27/2018,17
40.72697531,-73.97828181,4/27/2018,adult,male,evening,17,4/27/2018,17
40.68061405,-73.83227072,4/27/2018,adult,female,evening,21,4/27/2018,17
40.7481137,-73.98480371,4/27/2018,adult,male,evening,9,4/27/2018,17
40.83086041,-73.90288739,4/27/2018,middle_age,female,evening,17,4/27/2018,17
40.73238024,-73.88325072,4/27/2018,middle_age,female,evening,8,4/27/2018,17
40.6242432,-74.07940826,4/27/2018,adult,female,evening,8,4/27/2018,17
40.73674921,-73.87475961,4/27/2018,adult,female,evening,17,4/27/2018,17
40.81512229,-73.92097744,4/27/2018,any,enby,evening,9,4/27/2018,17
40.6816207,-73.9450218,4/27/2018,teen,male,evening,17,4/27/2018,17
40.70451995,-73.9292705,4/27/2018,any,enby,afternoon,8,4/27/2018,17
40.82603432,-73.86168851,4/27/2018,adult,male,afternoon,9,4/27/2018,17
40.7252835,-73.99117311,4/27/2018,middle_age,male,afternoon,20,4/27/2018,17
40.85406303,-73.90478382,4/27/2018,any,enby,afternoon,9,4/27/2018,17
40.71096329,-73.94717626,4/27/2018,adult,male,afternoon,18,4/27/2018,17
40.62527061,-74.1500601,4/27/2018,old,male,afternoon,2,4/27/2018,17
40.76449229,-73.92003394,4/27/2018,middle_age,female,afternoon,22,4/27/2018,17
40.8181584,-73.90353818,4/27/2018,young_adult,female,afternoon,8,4/27/2018,17
40.8181584,-73.90353818,4/27/2018,young_adult,female,afternoon,17,4/27/2018,17
40.8181584,-73.90353818,4/27/2018,teen,female,afternoon,8,4/27/2018,17
40.74021738,-73.92355262,4/27/2018,adult,male,afternoon,17,4/27/2018,17
40.73253508,-73.89588281,4/27/2018,young_adult,female,afternoon,20,4/27/2018,17
40.88900769,-73.84360414,4/27/2018,middle_age,male,afternoon,9,4/27/2018,17
40.81252535,-73.92442689,4/27/2018,middle_age,female,afternoon,8,4/27/2018,17
40.7459902,-73.99613266,4/27/2018,any,enby,afternoon,2,4/27/2018,17
40.78978847,-73.94451718,4/27/2018,any,enby,afternoon,17,4/27/2018,17
40.5903543,-73.95237721,4/27/2018,middle_age,male,afternoon,20,4/27/2018,17
40.81902561,-73.90671989,4/27/2018,middle_age,male,afternoon,9,4/27/2018,17
40.80845066,-73.92632077,4/27/2018,any,enby,afternoon,9,4/27/2018,17
40.64685228,-73.91333173,4/27/2018,middle_age,female,afternoon,20,4/27/2018,17
40.68996168,-73.91692488,4/27/2018,young_adult,female,afternoon,8,4/27/2018,17
40.71247324,-73.80318558,4/27/2018,young_adult,male,afternoon,9,4/27/2018,17
40.69691954,-73.96471394,4/27/2018,adult,male,afternoon,9,4/27/2018,17
40.85462389,-73.92895183,4/27/2018,any,enby,afternoon,11,4/27/2018,17
40.86947821,-73.82751342,4/27/2018,teen,female,afternoon,18,4/27/2018,17
40.86947821,-73.82751342,4/27/2018,young_adult,male,afternoon,8,4/27/2018,17
40.72156941,-73.98664604,4/27/2018,adult,female,afternoon,8,4/27/2018,17
40.75686098,-73.87565666,4/27/2018,teen,female,afternoon,8,4/27/2018,17
40.63134736,-74.0218809,4/27/2018,adult,female,afternoon,8,4/27/2018,17
40.65692324,-73.93964678,4/27/2018,middle_age,male,afternoon,21,4/27/2018,17
40.64667859,-74.08400069,4/27/2018,middle_age,male,afternoon,23,4/27/2018,17
40.75414339,-73.93562447,4/27/2018,young_adult,male,afternoon,9,4/27/2018,17
40.76784875,-73.98762955,4/27/2018,adult,male,afternoon,8,4/27/2018,17
40.75913994,-73.99026621,4/27/2018,any,diverse,afternoon,17,4/27/2018,17
40.60884608,-73.75315956,4/27/2018,young_adult,male,afternoon,8,4/27/2018,17
40.59368533,-73.75907038,4/27/2018,young_adult,male,afternoon,20,4/27/2018,17
40.74567671,-73.98772028,4/27/2018,middle_age,male,afternoon,8,4/27/2018,17
40.66446375,-73.74551757,4/27/2018,middle_age,female,afternoon,8,4/27/2018,17
40.83086041,-73.90288739,4/27/2018,teen,female,afternoon,20,4/27/2018,17
40.85301132,-73.91105692,4/27/2018,middle_age,female,afternoon,10,4/27/2018,17
40.72629309,-73.73476085,4/27/2018,adult,male,afternoon,21,4/27/2018,17
40.78884506,-73.94617554,4/27/2018,adult,male,afternoon,23,4/27/2018,17
40.82781437,-73.90036608,4/27/2018,adult,female,afternoon,9,4/27/2018,17
40.62196135,-73.98557449,4/27/2018,adult,male,afternoon,2,4/27/2018,17
40.78929506,-73.94031405,4/27/2018,middle_age,male,afternoon,20,4/27/2018,17
40.84082711,-73.91783879,4/27/2018,any,enby,afternoon,9,4/27/2018,17
40.84270302,-73.91964718,4/27/2018,any,enby,afternoon,3,4/27/2018,17
40.64362988,-73.90974332,4/27/2018,young_adult,female,afternoon,22,4/27/2018,17
40.85872904,-73.90153805,4/27/2018,adult,female,morning,17,4/27/2018,17
40.85482622,-73.85487971,4/27/2018,middle_age,male,morning,3,4/27/2018,17
40.83568608,-73.92565458,4/27/2018,any,diverse,morning,20,4/27/2018,17
40.68856623,-73.81818433,4/27/2018,adult,female,morning,8,4/27/2018,17
40.62079221,-73.98677426,4/27/2018,middle_age,male,morning,3,4/27/2018,17
40.63125716,-73.9459964,4/27/2018,middle_age,male,morning,20,4/27/2018,17
40.82529181,-73.91754,4/27/2018,middle_age,female,morning,9,4/27/2018,17
40.69479059,-73.92624442,4/27/2018,any,enby,morning,8,4/27/2018,17
40.79152603,-73.84128709,4/27/2018,adult,male,morning,17,4/27/2018,17
40.69724863,-73.96380137,4/27/2018,any,enby,morning,10,4/27/2018,17
40.84531598,-73.88974987,4/27/2018,adult,male,morning,21,4/27/2018,17
40.69615567,-73.96211424,4/27/2018,any,enby,morning,10,4/27/2018,17
40.71256428,-73.99112069,4/27/2018,adult,male,morning,2,4/27/2018,17
40.82303816,-73.91721039,4/27/2018,adult,male,morning,8,4/27/2018,17
40.80967744,-73.94594556,4/27/2018,adult,male,morning,8,4/27/2018,17
40.76179205,-73.92498622,4/27/2018,middle_age,male,morning,9,4/27/2018,17
40.74798569,-74.00089288,4/27/2018,any,enby,morning,9,4/27/2018,17
40.69783631,-73.7958466,4/27/2018,adult,male,morning,9,4/27/2018,17
40.82315374,-73.92156768,4/27/2018,any,enby,morning,17,4/27/2018,17
40.68245323,-73.90439068,4/27/2018,adult,male,morning,11,4/27/2018,17
40.82704932,-73.89499419,4/27/2018,adult,female,morning,9,4/27/2018,17
40.8417635,-73.85220483,4/27/2018,adult,female,morning,8,4/27/2018,17
40.69615032,-73.94256479,4/27/2018,middle_age,male,morning,20,4/27/2018,17
40.73276295,-73.73976859,4/27/2018,adult,female,morning,9,4/27/2018,17
40.83894443,-73.90064215,4/27/2018,middle_age,female,morning,8,4/27/2018,17
40.84575121,-73.92192416,4/27/2018,adult,female,morning,9,4/27/2018,17
40.7454109,-73.99284137,4/27/2018,adult,male,morning,8,4/27/2018,17
40.73174099,-73.95323956,4/27/2018,adult,female,morning,8,4/27/2018,17
40.70715683,-73.93730014,4/27/2018,any,diverse,night,8,4/27/2018,17
40.70750315,-73.94941886,4/27/2018,any,diverse,night,8,4/27/2018,17
40.72420015,-73.97722564,4/27/2018,any,enby,night,17,4/27/2018,17
40.68405767,-73.8648242,4/27/2018,adult,female,night,9,4/27/2018,17
40.70913388,-73.78386576,4/27/2018,middle_age,male,night,8,4/27/2018,17
40.62682934,-73.93451521,4/27/2018,adult,female,night,8,4/27/2018,17
40.70412667,-73.94267693,4/27/2018,any,enby,night,8,4/27/2018,17
40.68215356,-73.97976024,4/27/2018,adult,male,night,20,4/27/2018,17
40.70762657,-73.93310852,4/27/2018,any,diverse,night,23,4/27/2018,17
40.62971489,-73.94102598,4/27/2018,adult,male,night,8,4/27/2018,17
40.70625129,-73.94302857,4/27/2018,any,diverse,night,17,4/27/2018,17
40.8788874,-73.83527822,4/27/2018,middle_age,male,night,8,4/27/2018,17
40.67775614,-73.95129091,4/27/2018,adult,male,night,21,4/27/2018,17
40.60977657,-73.75061339,4/27/2018,middle_age,male,night,22,4/27/2018,17
40.74461493,-73.866762,4/27/2018,middle_age,male,night,9,4/27/2018,17
40.79395487,-73.95031024,4/27/2018,young_adult,male,night,8,4/27/2018,17
40.71300251,-73.74061046,4/27/2018,middle_age,male,night,20,4/27/2018,17
40.82183777,-73.95516704,4/27/2018,any,enby,night,8,4/27/2018,17
40.88924015,-73.83511152,4/27/2018,adult,male,night,17,4/27/2018,17
40.63973745,-74.08340823,4/27/2018,young_adult,female,night,9,4/27/2018,17
40.70850322,-73.80577986,4/27/2018,any,enby,night,3,4/27/2018,17
40.68490662,-73.84378356,4/27/2018,any,diverse,night,2,4/27/2018,17
40.59726924,-73.98610195,4/27/2018,adult,male,night,8,4/27/2018,17
40.8643313,-73.86637753,4/27/2018,any,enby,night,8,4/27/2018,17
40.72571378,-73.95391845,4/27/2018,adult,male,night,23,4/27/2018,17
40.63437957,-73.96408046,4/27/2018,middle_age,male,night,23,4/27/2018,17
40.67177407,-73.92805792,4/27/2018,any,enby,night,21,4/27/2018,17
40.71271508,-73.98923053,4/27/2018,any,diverse,night,18,4/27/2018,17
40.79191559,-73.94443235,4/27/2018,adult,female,night,8,4/27/2018,17
40.63254475,-73.98195138,4/27/2018,old,female,night,8,4/27/2018,17
40.85708206,-73.90135251,4/27/2018,adult,male,night,8,4/27/2018,17
40.78884506,-73.94617554,4/27/2018,adult,male,night,20,4/27/2018,17
40.76670156,-73.83091314,4/27/2018,adult,male,night,20,4/27/2018,17
40.87907721,-73.88835591,4/27/2018,middle_age,male,night,23,4/27/2018,17
40.80675736,-73.94096666,4/27/2018,any,enby,night,12,4/27/2018,17
40.59790402,-73.79281767,4/27/2018,middle_age,female,night,8,4/27/2018,17
40.81999118,-73.94400425,4/27/2018,any,diverse,night,17,4/27/2018,17
40.67066713,-73.87564432,4/27/2018,young_adult,female,night,17,4/27/2018,17
40.66338288,-73.88666597,4/27/2018,adult,female,night,8,4/27/2018,17
40.66428001,-73.89193786,4/27/2018,adult,female,night,8,4/27/2018,17
40.63459122,-73.97573939,4/28/2018,adult,female,night,8,4/28/2018,17
40.64725792,-73.95569516,4/28/2018,middle_age,male,morning,8,4/28/2018,17
40.73033847,-73.98330319,4/28/2018,middle_age,female,night,23,4/28/2018,17
40.6704603,-73.88255882,4/28/2018,adult,male,afternoon,17,4/28/2018,17
40.71899236,-73.98935217,4/28/2018,young_adult,male,afternoon,8,4/28/2018,17
40.82280248,-73.90032662,4/28/2018,teen,female,morning,8,4/28/2018,17
40.754952,-73.97547178,4/28/2018,any,diverse,evening,9,4/28/2018,17
40.64939471,-73.92622253,4/28/2018,old,female,evening,9,4/28/2018,17
40.66235815,-73.72855592,4/28/2018,middle_age,female,morning,8,4/28/2018,17
40.77089564,-73.95529881,4/28/2018,old,female,morning,8,4/28/2018,17
40.61585324,-73.97934811,4/28/2018,any,diverse,evening,8,4/28/2018,17
40.83294176,-73.93543259,4/28/2018,any,enby,evening,8,4/28/2018,17
40.57604298,-73.96859354,4/28/2018,adult,female,afternoon,9,4/28/2018,17
40.86922303,-73.89339457,4/28/2018,adult,male,afternoon,9,4/28/2018,17
40.6753383,-73.9071624,4/28/2018,young_adult,female,night,3,4/28/2018,17
40.86462794,-73.90886854,4/28/2018,any,enby,night,9,4/28/2018,17
40.6867294,-73.95271223,4/28/2018,adult,female,night,28,4/28/2018,17
40.72036973,-73.98490022,4/28/2018,adult,male,night,17,4/28/2018,17
40.80376278,-73.95269772,4/28/2018,middle_age,female,night,17,4/28/2018,17
40.85649236,-73.93726058,4/28/2018,any,diverse,night,3,4/28/2018,17
40.75058602,-73.87026541,4/28/2018,middle_age,female,night,18,4/28/2018,17
40.67569433,-73.87451014,4/28/2018,adult,male,night,8,4/28/2018,17
40.82203994,-73.89173227,4/28/2018,adult,female,evening,9,4/28/2018,17
40.69380822,-73.7904281,4/28/2018,any,diverse,afternoon,17,4/28/2018,17
40.65046717,-73.95726788,4/28/2018,adult,female,afternoon,8,4/28/2018,17
40.73905478,-73.882557,4/28/2018,middle_age,female,afternoon,9,4/28/2018,17
40.82547196,-73.89294074,4/28/2018,middle_age,female,afternoon,17,4/28/2018,17
40.52307506,-74.21745988,4/28/2018,adult,male,morning,9,4/28/2018,17
40.81139312,-73.92231487,4/28/2018,middle_age,female,night,17,4/28/2018,17
40.59575324,-74.07791244,4/28/2018,old,female,night,2,4/28/2018,17
40.86628756,-73.88620087,4/28/2018,any,enby,night,26,4/28/2018,17
40.80296043,-73.96567271,4/28/2018,any,enby,night,2,4/28/2018,17
40.72567098,-73.9440366,4/28/2018,any,enby,night,3,4/28/2018,17
40.66939096,-73.96083171,4/28/2018,middle_age,male,night,17,4/28/2018,17
40.7470981,-73.87584451,4/28/2018,adult,male,night,9,4/28/2018,17
40.68326307,-73.98363586,4/28/2018,teen,male,night,8,4/28/2018,17
40.83459256,-73.87136281,4/28/2018,old,female,night,17,4/28/2018,17
40.76959085,-73.93094152,4/28/2018,adult,male,night,1,4/28/2018,17
40.81816491,-73.90149329,4/28/2018,old,male,night,11,4/28/2018,17
40.6410473,-74.0933657,4/28/2018,old,male,night,17,4/28/2018,17
40.68565356,-73.81445678,4/28/2018,adult,male,night,2,4/28/2018,17
40.68089052,-73.94486737,4/28/2018,middle_age,female,night,2,4/28/2018,17
40.78025594,-73.783801,4/28/2018,adult,male,night,2,4/28/2018,17
40.64565099,-74.01875774,4/28/2018,adult,male,night,9,4/28/2018,17
40.5950926,-73.79393543,4/28/2018,any,enby,night,17,4/28/2018,17
40.6722606,-73.9650298,4/28/2018,adult,female,night,8,4/28/2018,17
40.62581335,-74.07513763,4/28/2018,teen,female,night,23,4/28/2018,17
40.7177427,-73.98279048,4/28/2018,any,enby,night,18,4/28/2018,17
40.87743181,-73.89883084,4/28/2018,adult,male,night,17,4/28/2018,17
40.57758742,-73.97633607,4/28/2018,middle_age,male,night,17,4/28/2018,17
40.79074641,-73.95063404,4/28/2018,adult,female,night,8,4/28/2018,17
40.6802733,-73.79323598,4/28/2018,middle_age,female,evening,8,4/28/2018,17
40.71039908,-73.96468516,4/28/2018,adult,male,evening,29,4/28/2018,17
40.64864805,-73.96773052,4/28/2018,middle_age,male,evening,23,4/28/2018,17
40.54933154,-74.19479309,4/28/2018,adult,male,evening,2,4/28/2018,17
40.741637,-73.99558439,4/28/2018,adult,male,evening,2,4/28/2018,17
40.83266776,-73.90121886,4/28/2018,old,male,afternoon,21,4/28/2018,17
40.68201258,-73.99720359,4/28/2018,middle_age,female,afternoon,17,4/28/2018,17
40.60544987,-73.97628658,4/28/2018,old,male,afternoon,8,4/28/2018,17
40.52475957,-74.21788621,4/28/2018,adult,female,morning,9,4/28/2018,17
40.87630729,-73.87964595,4/28/2018,adult,male,morning,2,4/28/2018,17
40.84040684,-73.85593033,4/28/2018,old,male,night,8,4/28/2018,17
40.7411335,-73.90108753,4/28/2018,young_adult,female,night,8,4/28/2018,17
40.63459122,-73.97573939,4/28/2018,adult,female,night,17,4/28/2018,17
40.86402732,-73.89340651,4/28/2018,any,enby,night,17,4/28/2018,17
40.72535772,-73.99266313,4/28/2018,any,male,night,8,4/28/2018,17
40.74525274,-73.87006287,4/28/2018,adult,female,night,9,4/28/2018,17
40.64683589,-73.95059277,4/28/2018,middle_age,male,night,11,4/28/2018,17
40.82199925,-73.87087409,4/28/2018,young_adult,male,night,8,4/28/2018,17
40.79199762,-73.94971942,4/28/2018,any,enby,night,8,4/28/2018,17
40.73239365,-73.87510336,4/28/2018,young_adult,female,night,2,4/28/2018,17
40.8540683,-73.91504987,4/28/2018,adult,male,night,2,4/28/2018,17
40.75155689,-73.87706334,4/28/2018,middle_age,female,night,2,4/28/2018,17
40.75659468,-73.87560302,4/28/2018,middle_age,male,night,2,4/28/2018,17
40.60267442,-73.75510182,4/28/2018,old,female,night,8,4/28/2018,17
40.72291941,-73.88635187,4/28/2018,middle_age,female,night,8,4/28/2018,17
40.62581335,-74.07513763,4/28/2018,teen,male,night,20,4/28/2018,17
40.66963136,-73.81052884,4/28/2018,adult,female,night,10,4/28/2018,17
40.82259024,-73.93826447,4/28/2018,middle_age,female,night,3,4/28/2018,17
40.82350653,-73.86407845,4/28/2018,any,enby,evening,17,4/28/2018,17
40.72236369,-73.85147389,4/28/2018,teen,male,evening,20,4/28/2018,17
40.69706464,-73.93787582,4/28/2018,any,enby,evening,23,4/28/2018,17
40.78872124,-73.93999677,4/28/2018,any,enby,evening,20,4/28/2018,17
40.82875551,-73.92540577,4/28/2018,adult,male,evening,9,4/28/2018,17
40.72172496,-73.86789726,4/28/2018,middle_age,male,evening,17,4/28/2018,17
40.70115004,-73.94012608,4/28/2018,any,enby,evening,9,4/28/2018,17
40.54899139,-74.23027146,4/28/2018,adult,male,evening,9,4/28/2018,17
40.66220628,-73.90594076,4/28/2018,any,enby,evening,20,4/28/2018,17
40.82986066,-73.94293719,4/28/2018,adult,female,evening,3,4/28/2018,17
40.74936896,-73.99552613,4/28/2018,adult,male,evening,20,4/28/2018,17
40.83353229,-73.8706385,4/28/2018,any,enby,evening,8,4/28/2018,17
40.68053616,-73.95708637,4/28/2018,any,enby,evening,9,4/28/2018,17
40.81646566,-73.90780731,4/28/2018,any,enby,evening,9,4/28/2018,17
40.68126832,-73.89287659,4/28/2018,adult,female,evening,9,4/28/2018,17
40.71708624,-73.97993,4/28/2018,young_adult,female,evening,9,4/28/2018,17
40.68091363,-73.89222098,4/28/2018,middle_age,female,evening,8,4/28/2018,17
40.64500992,-74.00863538,4/28/2018,middle_age,male,evening,2,4/28/2018,17
40.69539405,-73.79158432,4/28/2018,young_adult,male,evening,9,4/28/2018,17
40.64939471,-73.92622253,4/28/2018,middle_age,male,evening,9,4/28/2018,17
40.64939471,-73.92622253,4/28/2018,adult,female,evening,2,4/28/2018,17
40.81787845,-73.93995242,4/28/2018,any,diverse,evening,8,4/28/2018,17
40.79322213,-73.94452515,4/28/2018,any,diverse,evening,23,4/28/2018,17
40.8564118,-73.90730007,4/28/2018,teen,male,evening,9,4/28/2018,17
40.64097285,-73.92923336,4/28/2018,adult,male,evening,17,4/28/2018,17
40.72229427,-73.98900891,4/28/2018,any,enby,evening,17,4/28/2018,17
40.86141318,-73.89510262,4/28/2018,any,enby,evening,2,4/28/2018,17
40.64800626,-73.88631371,4/28/2018,middle_age,female,evening,20,4/28/2018,17
40.83289254,-73.87540978,4/28/2018,middle_age,male,evening,2,4/28/2018,17
40.59097346,-74.07541167,4/28/2018,middle_age,male,evening,8,4/28/2018,17
40.81631908,-73.9172043,4/28/2018,teen,female,evening,8,4/28/2018,17
40.85818167,-73.92561497,4/28/2018,any,enby,evening,9,4/28/2018,17
40.6868927,-73.86455163,4/28/2018,young_adult,female,evening,20,4/28/2018,17
40.85252451,-73.91708332,4/28/2018,any,enby,evening,17,4/28/2018,17
40.7867319,-73.94113247,4/28/2018,teen,male,evening,9,4/28/2018,17
40.8515686,-73.90881414,4/28/2018,adult,male,evening,23,4/28/2018,17
40.76827531,-73.92524968,4/28/2018,adult,male,evening,2,4/28/2018,17
40.71425751,-73.98793528,4/28/2018,old,male,evening,17,4/28/2018,17
40.65240935,-73.95433668,4/28/2018,young_adult,female,evening,20,4/28/2018,17
40.68773221,-73.93749148,4/28/2018,young_adult,female,evening,20,4/28/2018,17
40.6066971,-73.98234732,4/28/2018,adult,male,evening,22,4/28/2018,17
40.86244157,-73.89119651,4/28/2018,any,enby,afternoon,9,4/28/2018,17
40.80024433,-73.95339009,4/28/2018,any,enby,afternoon,17,4/28/2018,17
40.80024433,-73.95339009,4/28/2018,any,enby,afternoon,9,4/28/2018,17
40.83487473,-73.91163046,4/28/2018,any,enby,afternoon,11,4/28/2018,17
40.81825701,-73.90661981,4/28/2018,adult,female,afternoon,26,4/28/2018,17
40.56008985,-74.11139462,4/28/2018,adult,female,afternoon,20,4/28/2018,17
40.75394592,-73.96920628,4/28/2018,old,female,afternoon,9,4/28/2018,17
40.68773221,-73.93749148,4/28/2018,middle_age,male,afternoon,2,4/28/2018,17
40.67155978,-73.93225427,4/28/2018,any,enby,afternoon,9,4/28/2018,17
40.71396412,-73.99132972,4/28/2018,adult,male,afternoon,2,4/28/2018,17
40.76560489,-73.97812482,4/28/2018,adult,male,afternoon,8,4/28/2018,17
40.84198992,-73.92449462,4/28/2018,young_adult,female,afternoon,17,4/28/2018,17
40.73392684,-73.8715824,4/28/2018,adult,female,afternoon,8,4/28/2018,17
40.67471518,-73.88575986,4/28/2018,old,male,afternoon,21,4/28/2018,17
40.69086638,-73.98584806,4/28/2018,any,female,afternoon,8,4/28/2018,17
40.72589271,-73.98965051,4/28/2018,middle_age,male,afternoon,8,4/28/2018,17
40.72589271,-73.98965051,4/28/2018,middle_age,male,afternoon,23,4/28/2018,17
40.74867458,-74.00346256,4/28/2018,middle_age,male,afternoon,18,4/28/2018,17
40.5927532,-73.94048972,4/28/2018,middle_age,male,afternoon,18,4/28/2018,17
40.78450737,-73.97548256,4/28/2018,any,diverse,afternoon,17,4/28/2018,17
40.5903543,-73.95237721,4/28/2018,middle_age,male,afternoon,20,4/28/2018,17
40.69677805,-73.9465564,4/28/2018,adult,female,afternoon,8,4/28/2018,17
40.83350852,-73.86663819,4/28/2018,adult,male,afternoon,23,4/28/2018,17
40.70828263,-73.87415663,4/28/2018,middle_age,male,afternoon,23,4/28/2018,17
40.70181466,-73.90752586,4/28/2018,middle_age,male,afternoon,9,4/28/2018,17
40.62028547,-73.9250696,4/28/2018,middle_age,female,afternoon,17,4/28/2018,17
40.87687037,-73.90679423,4/28/2018,any,enby,afternoon,23,4/28/2018,17
40.84386351,-73.91509543,4/28/2018,adult,male,afternoon,17,4/28/2018,17
40.64256691,-73.98949768,4/28/2018,middle_age,female,afternoon,3,4/28/2018,17
40.67547459,-73.93849438,4/28/2018,any,enby,afternoon,17,4/28/2018,17
40.57817568,-74.16952684,4/28/2018,adult,male,afternoon,23,4/28/2018,17
40.68174714,-73.9670547,4/28/2018,adult,male,afternoon,17,4/28/2018,17
40.76733254,-73.92324352,4/28/2018,young_adult,female,afternoon,18,4/28/2018,17
40.89926252,-73.85032983,4/28/2018,young_adult,female,afternoon,24,4/28/2018,17
40.89926252,-73.85032983,4/28/2018,young_adult,male,afternoon,24,4/28/2018,17
40.8665133,-73.89263243,4/28/2018,any,enby,afternoon,23,4/28/2018,17
40.76004854,-73.99146089,4/28/2018,young_adult,male,afternoon,17,4/28/2018,17
40.8665133,-73.89263243,4/28/2018,any,enby,afternoon,8,4/28/2018,17
40.84169493,-73.91110819,4/28/2018,middle_age,male,afternoon,17,4/28/2018,17
40.67788944,-74.01092537,4/28/2018,middle_age,male,afternoon,17,4/28/2018,17
40.72712828,-73.95635282,4/28/2018,middle_age,female,afternoon,17,4/28/2018,17
40.75099771,-73.87270083,4/28/2018,adult,female,afternoon,8,4/28/2018,17
40.64132536,-73.88903836,4/28/2018,adult,female,afternoon,8,4/28/2018,17
40.80293171,-73.93190746,4/28/2018,adult,female,afternoon,23,4/28/2018,17
40.74879175,-73.81127455,4/28/2018,teen,male,afternoon,26,4/28/2018,17
40.67414213,-73.9362064,4/28/2018,any,enby,afternoon,18,4/28/2018,17
40.76826296,-73.98546699,4/28/2018,adult,male,afternoon,20,4/28/2018,17
40.76883876,-73.98135126,4/28/2018,adult,female,afternoon,18,4/28/2018,17
40.76340651,-73.97902801,4/28/2018,adult,female,afternoon,18,4/28/2018,17
40.84281089,-73.86950006,4/28/2018,young_adult,male,morning,8,4/28/2018,17
40.85662618,-73.86812458,4/28/2018,any,enby,morning,12,4/28/2018,17
40.61886851,-73.92835268,4/28/2018,adult,male,morning,24,4/28/2018,17
40.7054897,-73.8975553,4/28/2018,old,male,morning,24,4/28/2018,17
40.80721846,-73.92241728,4/28/2018,adult,female,morning,17,4/28/2018,17
